System,Frame,Leaflet,zo,h,mux,muy,std_p1,std_p2,theta
cut1,1150,1,61.76013333473399,-21.71643205922534,81.03544238835055,146.49560277390046,82.03906312286604,98.56906694347303,4.516273096191277
cut1,1160,1,59.59659237522621,-21.214490919448682,82.43156443900807,142.75650382811867,69.23157218271798,89.10926607526265,4.2796571184235646
cut1,1170,1,62.06889578221187,-22.847100074427914,80.38519226558243,145.5742416724622,80.65442176532895,105.70194215024034,4.240324942023257
cut1,1180,1,63.149919043687696,-23.842851610585555,85.60006312885992,140.7868847049456,72.39174930255702,99.60563036316039,4.152051043647275
cut1,1190,1,63.27714676975432,-22.855594233098945,85.27028529998296,137.8754553210589,112.51173759191897,82.79722362494954,-19.334585604239507
cut1,1200,1,64.7429665852317,-24.453797904948885,82.99422699113049,135.68529814459677,85.30834660593872,119.95313981482565,4.394692634947411
cut1,1210,1,67.92693072392008,-28.93705131418564,83.9368003748226,142.35506888505023,92.74073181735288,114.26344969700912,10.527657471433544
cut1,1220,1,62.37161859875396,-23.18843303368337,80.5277709319046,140.30857435249544,81.35521445746139,112.57979019598667,4.311140557669577
cut1,1230,1,66.70587043199208,-27.451297651799756,81.70141772753122,143.81300710231014,93.5977588303664,119.56915785572782,-1.9237642390111946
cut1,1240,1,63.31933231171715,-24.37903217345388,79.81090359631376,141.21248452013836,80.05113891262504,103.21508873974906,4.204626107701956
cut1,1250,1,65.47484332727412,-26.684604531160872,84.16672532777135,139.7743487197265,86.02910163786724,102.19913893033501,4.51823238228243
cut1,1260,1,64.75818025019353,-26.44944908125443,83.52646506612605,144.3042113074849,80.23590635053372,98.02574939722956,4.15674531927122
cut1,1270,1,63.37084826342145,-23.919996144835967,81.22619207506801,142.56315828753375,79.69333681470341,104.38990902773608,1.3352158721166452
cut1,1280,1,59.27470111939623,-19.640146849831307,73.82602807641221,147.1182384437238,71.76219756891629,98.98127374747736,4.578451117377807
cut1,1290,1,63.37166503872883,-24.948336684331426,77.85135296557853,141.53039195987537,76.89724869640852,99.98659831806577,4.629370966726661
cut1,1300,1,62.009083030601204,-22.517610761060716,78.02257524549402,138.43417902241234,82.4990232747981,87.83290119104255,7.559991436040275
cut1,1310,1,64.26290348595272,-24.75086683900952,83.67440906185894,140.26335452527405,78.62515282445543,101.76249104169862,4.581851119363085
cut1,1320,1,63.572886233856316,-24.862080685248,83.70349920596328,142.10691387027146,73.08662320749829,86.76959396941176,4.39909213321867
cut1,1330,1,61.36085405192559,-22.43829229398537,88.24468728863293,135.54385429846684,88.84716867562601,78.40489867280985,2.774405374768013
cut1,1340,1,62.96705383422586,-23.374571867949335,80.76444355911264,136.32664696493674,84.45400654762383,96.90885955964808,3.718520490213652
cut1,1350,1,62.360202772801905,-23.81449382820563,81.17229404865678,138.1883431575518,79.89218399529146,85.1353522746297,3.754811249201549
cut1,1360,1,63.6892562945627,-24.167833025415835,79.21032949528751,137.33865197967646,95.09946149925946,80.26112952716959,2.4989445917738924
cut1,1370,1,62.13494380719065,-24.709802642118216,83.90395577229792,143.70217238636204,69.86413225632603,84.86375625472364,4.208957726033679
cut1,1380,1,65.07471310527811,-26.246802180436163,85.45011404740944,137.23318373745036,90.73910780245153,84.77427517396875,5.423615140174101
cut1,1390,1,63.9223748806036,-24.526349163824513,81.29289882719276,131.57243066607737,95.29987807254437,89.21646372898547,2.448586600788606
cut1,1400,1,63.719592944402464,-24.017780410673854,80.02319588115373,134.6972409923863,82.0924862172109,88.21504588986313,3.6283971323161275
cut1,1410,1,62.59001319791311,-22.39067075803583,77.10004693261942,129.00486180018925,83.94788608764198,94.71941518633713,3.7265677046217274
cut1,1420,1,64.38121422186089,-24.796106465945694,83.87023901639243,130.44096315225227,82.76145841807818,92.83134170509787,3.8419248063246974
cut1,1430,1,63.41280985175288,-24.876145287275637,87.43979993353986,131.59930119410353,75.70792581648897,88.08243374298387,3.6834601352003604
cut1,1440,1,61.596363062540554,-23.46928055618554,82.92853009382446,134.58416457281606,67.18537969385507,77.55308966527569,7.000420584265276
cut1,1450,1,63.672452431480714,-22.292172032620073,79.60792556060964,124.1151681059951,83.67219213752115,92.46855227847728,2.9154119257592144
cut1,1460,1,61.550692782699215,-21.595485151338448,81.94837055505319,131.2757523909502,79.73433782334602,82.5784393630167,3.4759161941896726
cut1,1470,1,59.87821779839104,-22.29677228058426,81.90690296487692,138.1443026443041,64.01381456780564,75.25120006737896,3.9229368153672977
cut1,1480,1,61.401970368996125,-24.19140271435147,84.43554945870376,136.6202140456342,64.31228504483734,77.9490900021653,3.7599283860575543
cut1,1490,1,66.9706661808215,-26.061196079329882,80.19653737046593,123.5634247512999,97.68992935206951,95.15807683448011,5.432346307272053
cut1,1500,1,65.75735179660003,-25.990185954515447,79.0447040372897,132.18369774697092,82.08673092497241,95.44349888698946,4.3516871205920165
cut1,1510,1,60.85105379318103,-22.128671613172248,77.87520131435055,137.15900410261088,72.95415101223035,83.5999319918309,4.234905758502757
cut1,1520,1,60.466367108481975,-22.582924819160002,76.45028800779065,140.45438191526836,65.16645790554601,85.79589741148106,4.021934657298787
cut1,1530,1,60.10694073120782,-21.722508568522585,75.65608132808323,143.3803281386975,66.1315771009519,91.08200757197278,4.2027874384031625
cut1,1540,1,60.064810670920735,-22.067695263284662,80.51618291748706,137.49644362301495,72.27360629175638,84.95248180381434,3.7923930678500795
cut1,1550,1,61.09511145381655,-23.10969611793297,82.32779419124168,133.51829123482057,77.0787505437883,83.9578273194201,4.197546904870488
cut1,1560,1,59.10639069533121,-21.110327380008947,83.65520448358777,133.6653299987461,80.10302078710187,71.56828287019796,-0.044478982062376944
cut1,1570,1,63.17475527065261,-23.30700658367765,79.75722343274514,128.61225090772504,99.02936433800399,86.21601279570902,6.124130565129021
cut1,1580,1,59.77988900183069,-21.5998229854255,81.56608058040058,135.53656039369457,70.66370520637946,77.52973096351239,7.1208248903873095
cut1,1590,1,61.70186187058614,-23.446891043571817,80.19669370357391,134.4337368585667,70.61583769761721,78.52784505567357,3.601428707194944
cut1,1600,1,60.20851404116981,-22.700154962871654,82.47682413620521,137.74780105550485,66.15189876434883,72.9094968596242,6.833107874483075
cut1,1610,1,58.41031861442915,-21.178534539519525,80.19721403086727,140.88805566266402,60.481302460312605,71.24514651783818,3.868180003957031
cut1,1620,1,58.79556524175832,-21.37054655948884,76.84178435493223,142.14796690871688,61.0067632658659,78.8979041534764,7.063519843958664
cut1,1630,1,59.633051493575316,-21.84466994502443,81.21491548229214,136.98842505253756,70.95821732596319,77.43439892462811,6.82868610829119
cut1,1640,1,62.118994897145264,-24.248497357656333,82.2374454039753,135.8241822428292,83.41302580740953,77.72981761987663,5.601482592267912
cut1,1650,1,61.545916473113486,-23.79114254912202,82.23092196239757,140.4611257272339,70.16503161233774,85.28088795773385,7.3486470088041
cut1,1660,1,60.67411422736492,-22.142113494047766,77.79588772866417,138.0731797291,69.77805949293281,84.06728726099574,4.06144884246654
cut1,1670,1,59.88087135190209,-22.808248592157387,77.87139722286423,140.0100077584016,69.77043712085204,82.14288744788382,3.8840156347449226
cut1,1680,1,60.927666723548086,-23.013360828583934,81.03924121401155,137.47877771121102,72.82800379065502,77.74741661272228,2.600110125168323
cut1,1690,1,60.89691993044045,-23.54022342785691,80.82437118434636,137.78122903728422,69.81349908245414,82.87061410454419,3.6462919715548896
cut1,1700,1,59.52703925073381,-20.34721884210628,80.93204479122292,133.10134425809443,68.09981502760984,89.22006722191203,4.073138512182842
cut1,1710,1,60.68347310552625,-22.423064153371758,83.28266642795968,138.1330311049165,58.37212195924906,87.10335039850939,3.9913333674456317
cut1,1720,1,61.79603446899108,-23.282937700299442,82.01286652374081,135.7797532724209,66.7349866886777,85.7598508124832,3.99843596454576
cut1,1730,1,61.55033365941387,-23.023119970246373,82.34250102009761,132.484884260772,69.34570230240627,86.29667736766332,3.8913506820026424
cut1,1740,1,58.66626270544854,-21.303053494924868,78.29196994216137,132.64844603265126,68.65573737550903,79.56626647473531,4.016334427313571
cut1,1750,1,65.34821136864306,-24.915547419131606,85.32425344821297,122.06302488850584,96.54572705009048,95.01444203270285,2.7611979840909537
cut1,1760,1,58.78123920227271,-20.00154337783777,82.2812216615963,133.09574238869197,68.32582168921101,75.31966025994905,3.9048617680864584
cut1,1770,1,59.1211696906249,-21.277302079886496,82.79424477388733,137.56044943620785,61.558647074048096,73.78561180607825,4.0257195394048155
cut1,1780,1,58.228533153461306,-19.4829577941986,82.85224855548839,142.21019977446528,60.683287445059236,74.1774076746521,7.119142523785761
cut1,1790,1,57.364912518270295,-19.04117225976574,85.40098128741379,137.38139537381542,62.61232935372593,71.03464610307343,4.2929669149600285
cut1,1800,1,58.60755399917408,-19.52580463788939,80.20859945216417,129.51469288855384,70.95056406732003,75.06102882322978,8.095692747301005
cut1,1810,1,61.374997028550894,-19.214024873268425,80.16449349395688,124.25909704906991,79.400744883988,95.23735174786218,7.495808825560265
cut1,1820,1,59.04006723874884,-19.26802444353327,83.79038544951918,130.30685195967962,67.04069730098388,73.72494634156419,4.053978552481417
cut1,1830,1,58.08724646005446,-17.975842787588956,86.38388334071021,128.41064317684805,63.74586400654431,77.78268145242404,3.8765704222210235
cut1,1840,1,59.75721710194028,-18.840565707043503,78.54553040270537,137.4949325538538,81.54878720193008,98.32480899003825,-11.263097523935597
cut1,1850,1,59.8182866980507,-20.375630013956044,84.21681319634303,136.77738823559912,81.29873495293086,73.55076643607875,3.394940240085211
cut1,1860,1,59.35169290857966,-19.663240595789336,82.18508705514857,128.30556455471395,75.20940848511911,80.29390839412977,2.8024869441973044
cut1,1870,1,58.76585104625116,-20.240381560794148,80.70969698621829,132.25668949107578,61.49214847679572,71.2462064741757,2.5633882828210317
cut1,1880,1,58.9496878616448,-19.497303892751578,82.81514136178725,126.44391093673502,66.72800154377325,77.89995730601308,6.566480767507911
cut1,1890,1,55.470519181500535,-18.45726215268809,81.9357970155439,144.14242340020917,51.535004088268316,67.30445834994538,5.330123317059478
cut1,1900,1,57.399718317206506,-19.54197395929569,82.06374127088877,138.60397042882084,67.75997793921525,62.67343668333128,4.024737539325359
cut1,1910,1,57.70792999885391,-18.65799617788582,83.44999810687365,142.27573556223578,65.02923918481451,76.8197470458385,-1.228817623422929
cut1,1920,1,57.886671270289696,-19.82609748103648,77.51657532592391,137.53073278612598,63.015319717612385,73.52285908548023,2.503205209099863
cut1,1930,1,59.75970007891978,-21.371159234949413,76.80759316810457,145.13859689286977,69.92809041777791,75.98991852038075,4.663270628895453
cut1,1940,1,57.68301353414077,-18.626329485105437,78.78303152531433,143.07015615728187,70.77462307382898,76.46949585337009,4.914501723592096
cut1,1950,1,58.85657706812995,-20.39025342267705,81.45950078093772,137.9773205745595,72.08781286319031,75.58388896521845,-0.9620401113372298
cut1,1960,1,55.81288869957315,-17.71645371527551,80.86291945336075,137.3267308119836,59.34289671596389,69.88957594508942,9.785389220235341
cut1,1970,1,56.3614213363822,-17.438024507981687,84.3424270396206,138.27667637027926,66.06446887993295,75.91769664533605,2.79481460256747
cut1,1980,1,56.54173401564304,-18.186634215550836,77.31479345158111,134.87795740601408,59.198812821012694,67.57267603034755,2.6885660429483575
cut1,1990,1,55.11298399053515,-17.096139612452802,75.07826396198286,136.2106556534934,59.4713257777493,63.85830289656922,7.441964025753505
cut1,2000,1,55.591249183688355,-17.025927681538967,73.12463857135393,143.68058038692914,59.67499124654194,70.60137265207679,7.288785823616742
cut1,2010,1,54.93175102593738,-17.06029466736996,75.0182170444405,145.73976580574484,62.47675007391287,65.50824295746325,23.024877843886397
cut1,2020,1,56.440776413769804,-17.598289694162286,79.91384613955658,137.9666488316348,65.96056860844345,76.88861079637832,3.936249516853404
cut1,2030,1,58.28983643573973,-18.312365607260165,83.40973433632051,128.35817454849177,68.43507567417133,84.73109329584868,3.879191259505261
cut1,2040,1,58.36990588273233,-19.684189739964417,83.86773739702348,128.06853483412513,66.29300389104144,79.81801027376132,3.985906016256499
cut1,2050,1,56.3895820159718,-15.327472712990085,79.95206306593778,120.57546806507116,72.51698622100459,88.44091558107401,3.4658387070829204
cut1,2060,1,57.32739864411612,-15.38434091235801,74.75412329425586,123.4867159162484,75.84255984330358,122.60244550091346,3.394946195359479
cut1,2070,1,57.07403325929412,-17.64323316761012,81.01350487726755,133.53694131382798,64.15719520167295,88.95515519306457,4.061473872183022
cut1,2080,1,57.868256310482224,-17.543234751551207,80.00649279937856,133.4095941862992,69.35176316549182,103.148687049822,4.135327906441948
cut1,2090,1,56.96506321700997,-17.79865460857193,77.02719268022175,136.09264685007594,65.29260020027864,87.78885860634169,4.210261726046411
cut1,2100,1,54.90028943915832,-15.87428407013871,78.0727877680614,137.90080207789265,63.841557751019174,79.52109398302498,4.119021618220663
